Postcode,predicted_clv_3y,allocated_marketing_budget,municipality,id,postal_code,total_population,male,female,age_0_15,age_15_25,age_25_45,age_45_65,age_65_plus,dutch_background,western_migration_background,non_western_migration_background,total_households,single_person_households,multi_person_no_children,single_parent_households,two_parent_households,household_size,total_housing_stock,built_before_1945,built_1945_1965,built_1965_1975,built_1975_1985,built_1985_1995,built_1995_2005,built_2005_2015,built_2015_later,multi_family_dwelling,owner_occupied,rental,housing_corporation_rental,not_occupied,woz_property_value,benefits_under_retirement_age,extra_metric_1,extra_metric_2,ppi_level,cbs_new_ppi
3261,212709.0,10821.0,Hoeksche Waard,989.0,3261.0,10385.0,0.4925373134328358,0.5074626865671642,0.16851227732306212,0.11795859412614347,0.22195474241694751,0.2725084256138662,0.21906596051998073,0.9980741454020221,0.0009629272989889263,0.0009629272989889263,0.42416947520462206,0.3098751418842225,0.31214528944381387,0.0681044267877412,0.3076049943246311,2.3,4465.0,0.04703247480403135,0.12541993281075028,0.1511758118701008,0.135498320268757,0.006718924972004479,0.3191489361702128,0.14109742441209405,0.07390817469204927,0.2642777155655095,70.0,30.0,0.270996640537514,0.025755879059350503,285.0,0.06066441983630236,0.11786230139624458,0.0002888781896966779,1.0,1.1488084042497544
3045,205975.0,10478.0,Rotterdam,864.0,3045.0,3770.0,0.5119363395225465,0.4880636604774536,0.3302387267904509,0.04774535809018567,0.33687002652519893,0.2002652519893899,0.08620689655172414,0.9920424403183024,0.002652519893899204,0.005305039787798408,0.32891246684350134,0.18548387096774194,0.18548387096774194,0.04838709677419355,0.5766129032258065,2.9,1125.0,0.17777777777777778,0.0,0.1111111111111111,0.0,0.022222222222222223,0.008888888888888889,0.25333333333333335,0.4222222222222222,0.11555555555555555,80.0,20.0,0.10666666666666667,0.017777777777777778,474.0,0.03978779840848806,0.24217506631299734,0.0010610079575596816,4.0,1.7697983966674025
3253,199503.0,10149.0,Goeree-Overflakkee,984.0,3253.0,6170.0,0.48703403565640196,0.5121555915721232,0.1693679092382496,0.11426256077795786,0.20097244732576985,0.27957860615883307,0.23581847649918963,1.0,0.0,0.0,0.4019448946515397,0.2782258064516129,0.3467741935483871,0.04435483870967742,0.32661290322580644,2.4,2620.0,0.15267175572519084,0.16221374045801526,0.1431297709923664,0.1431297709923664,0.0916030534351145,0.09923664122137404,0.1183206106870229,0.08969465648854962,0.11450381679389313,70.0,30.0,0.18893129770992367,0.08206106870229007,353.0,0.03322528363047002,0.07779578606158834,0.0008103727714748784,4.0,1.6313712936390765
3232,197576.0,10051.0,Voorne aan Zee,969.0,3232.0,9480.0,0.48628691983122363,0.5142405063291139,0.14926160337552744,0.10864978902953587,0.22626582278481014,0.2921940928270042,0.22415611814345993,0.9978902953586498,0.0010548523206751054,0.0010548523206751054,0.45147679324894513,0.31542056074766356,0.3317757009345794,0.08177570093457943,0.26985981308411217,2.2,4340.0,0.012672811059907835,0.07142857142857142,0.38018433179723504,0.11059907834101383,0.15898617511520738,0.0587557603686636,0.17626728110599077,0.03110599078341014,0.20506912442396313,60.0,40.0,0.315668202764977,0.03225806451612903,241.0,0.054324894514767935,0.11223628691983123,0.00031645569620253165,1.0,1.0260121176752326
3223,184750.0,9398.0,Voorne aan Zee,964.0,3223.0,13155.0,0.4975294564804257,0.5024705435195743,0.14519194222729,0.10870391486126948,0.1949828962371722,0.31965032307107566,0.23109083998479665,0.9992398327632079,0.0007601672367920942,0.0,0.4241733181299886,0.2625448028673835,0.3602150537634409,0.05913978494623656,0.3172043010752688,2.3,5625.0,0.060444444444444446,0.030222222222222223,0.06222222222222222,0.07733333333333334,0.416,0.24888888888888888,0.10044444444444445,0.0044444444444444444,0.20977777777777779,70.0,30.0,0.2088888888888889,0.02311111111111111,283.0,0.04713036868110984,0.1113645001900418,0.00022805017103762827,4.0,1.1737358627362
3176,184574.0,9390.0,Albrandswaard,937.0,3176.0,2570.0,0.5019455252918288,0.4980544747081712,0.1517509727626459,0.14007782101167315,0.19066147859922178,0.3968871595330739,0.11867704280155641,0.9922178988326849,0.0038910505836575876,0.0038910505836575876,0.39883268482490275,0.2097560975609756,0.32682926829268294,0.07317073170731707,0.3853658536585366,2.5,1020.0,0.0784313725490196,0.0,0.0,0.004901960784313725,0.024509803921568627,0.8725490196078431,0.004901960784313725,0.00980392156862745,0.16176470588235295,80.0,20.0,0.14705882352941177,0.014705882352941176,337.0,0.04669260700389105,0.378988326848249,0.0015564202334630351,4.0,1.6802759076365563
3241,178360.0,9073.0,Goeree-Overflakkee,975.0,3241.0,7460.0,0.49396782841823056,0.5060321715817694,0.16219839142091153,0.11126005361930295,0.23793565683646112,0.27949061662198393,0.20911528150134048,1.0,0.0,0.0,0.4175603217158177,0.3113964686998395,0.33226324237560195,0.0593900481540931,0.2953451043338684,2.3,3370.0,0.22997032640949555,0.14836795252225518,0.18100890207715134,0.02225519287833828,0.09347181008902077,0.09940652818991098,0.1261127596439169,0.09940652818991098,0.19732937685459942,60.0,40.0,0.31602373887240354,0.06973293768545995,236.0,0.07640750670241286,0.14812332439678283,0.00040214477211796245,1.0,1.0201849916056522
2991,174600.0,8882.0,Barendrecht,831.0,2991.0,12955.0,0.48591277499035124,0.5140872250096488,0.1690467001157854,0.12273253570050174,0.20223851794673872,0.2794287919722115,0.22693940563489,0.9984561945194905,0.0007719027402547279,0.0007719027402547279,0.41566962562717097,0.2850510677808728,0.3138347260909935,0.07892293407613742,0.31940575673166205,2.4,5500.0,0.07545454545454545,0.1990909090909091,0.15,0.3572727272727273,0.02181818181818182,0.09090909090909091,0.08272727272727273,0.022727272727272728,0.2390909090909091,70.0,30.0,0.29363636363636364,0.03,302.0,0.05519104592821304,0.12049401775376302,0.00015438054805094558,4.0,1.1708056922618177
3281,167575.0,8525.0,Hoeksche Waard,998.0,3281.0,8890.0,0.4898762654668167,0.5095613048368954,0.1361079865016873,0.1124859392575928,0.19460067491563554,0.3138357705286839,0.2424071991001125,0.9988751406074241,0.0011248593925759281,0.0,0.43700787401574803,0.2908622908622909,0.3590733590733591,0.06048906048906049,0.287001287001287,2.3,4000.0,0.145,0.1,0.26,0.1575,0.12625,0.10875,0.0675,0.035,0.15625,70.0,30.0,0.26125,0.03625,270.0,0.046681664791901015,0.08683914510686164,0.0004499437570303712,1.0,1.1572038455041096
3039,162906.0,8287.0,Rotterdam,859.0,3039.0,10415.0,0.49063850216034566,0.5098415746519444,0.11377820451272204,0.1156985117618819,0.4498319731156985,0.20067210753720596,0.12049927988478157,0.9971195391262602,0.0019203072491598655,0.0009601536245799327,0.5866538646183389,0.5490998363338789,0.2528641571194763,0.05155482815057283,0.1342062193126023,1.7,5600.0,0.8125,0.08482142857142858,0.011607142857142858,0.059821428571428574,0.02142857142857143,0.010714285714285714,0.0,0.0,0.9910714285714286,60.0,40.0,0.09017857142857143,0.05089285714285714,283.0,0.044167066730676906,0.4981277004320691,9.601536245799327e-05,3.0,1.0329613344265378
